date,user_submitted_review,title,total_purchased,customer_type
12/7/19,I learned a lot,Fundamentals of R For Beginners,8,Business
9/27/19,Hated it,Fundamentals of R For Beginners,2,Business
8/10/19,it was okay,R vs Python: An Essay,NA,Business
11/29/19,I learned a lot,Fundamentals of R For Beginners,4,Individual
10/19/19,I learned a lot,Top 10 Mistakes R Beginners Make,3,Business
5/21/19,NA,Secrets Of R For Advanced Students,NA,Business
10/24/19,OK,R vs Python: An Essay,3,Business
11/3/19,,Secrets Of R For Advanced Students,3,Individual
6/23/19,it was okay,Fundamentals of R For Beginners,4,Individual
8/7/19,NA,R vs Python: An Essay,7,Business
7/18/19,I learned a lot,Secrets Of R For Advanced Students,4,Business
11/25/19,The author's other books were better,R vs Python: An Essay,6,Individual
9/23/19,,Fundamentals of R For Beginners,NA,Individual
11/29/19,Never read a better book,Fundamentals of R For Beginners,8,Individual
8/25/19,A lot of material was not needed,R For Dummies,2,Business
12/28/19,Hated it,Fundamentals of R For Beginners,1,Business
2/14/19,Would not recommend,Fundamentals of R For Beginners,9,Individual
5/22/19,OK,R For Dummies,6,Individual
4/15/19,Hated it,R For Dummies,3,Individual
11/16/19,Would not recommend,Secrets Of R For Advanced Students,5,Business
6/6/19,it was okay,Fundamentals of R For Beginners,8,Individual
4/23/19,Would not recommend,R For Dummies,9,Individual
11/26/19,Would not recommend,Fundamentals of R For Beginners,2,Business
5/10/19,Awesome!,Secrets Of R For Advanced Students,10,Business
8/22/19,I learned a lot,Fundamentals of R For Beginners,3,Business
10/3/19,OK,R For Dummies,6,Business
3/30/19,Awesome!,Fundamentals of R For Beginners,NA,Business
4/28/19,OK,Fundamentals of R For Beginners,7,Business
11/20/19,OK,R For Dummies,4,Individual
5/18/19,Would not recommend,Fundamentals of R For Beginners,3,Business
1/11/19,,Fundamentals of R For Beginners,5,Business
8/31/19,,Fundamentals of R For Beginners,3,Business
2/3/19,,R For Dummies,8,Individual
4/11/19,it was okay,R For Dummies,4,Business
8/13/19,I learned a lot,Fundamentals of R For Beginners,6,Business
3/17/19,The author's other books were better,R vs Python: An Essay,7,Individual
12/2/19,Never read a better book,R For Dummies,4,Business
4/17/19,A lot of material was not needed,R For Dummies,5,Business
2/20/19,The author's other books were better,R For Dummies,3,Business
8/9/19,,R For Dummies,7,Business
7/8/19,NA,Fundamentals of R For Beginners,NA,Individual
9/29/19,OK,R For Dummies,2,Individual
7/24/19,Would not recommend,Fundamentals of R For Beginners,7,Business
1/20/19,Would not recommend,R For Dummies,7,Business
9/28/19,A lot of material was not needed,Top 10 Mistakes R Beginners Make,9,Business
4/20/19,,Secrets Of R For Advanced Students,3,Business
1/3/19,I learned a lot,R vs Python: An Essay,4,Business
10/5/19,,Fundamentals of R For Beginners,NA,Individual
8/20/19,Hated it,Fundamentals of R For Beginners,NA,Individual
12/20/19,Awesome!,R For Dummies,2,Business
11/29/19,Hated it,Fundamentals of R For Beginners,5,Business
9/20/19,,R vs Python: An Essay,4,Business
8/4/19,Never read a better book,R vs Python: An Essay,2,Business
4/8/19,,Secrets Of R For Advanced Students,11,Business
8/5/19,The author's other books were better,Fundamentals of R For Beginners,5,Individual
1/19/19,Would not recommend,Fundamentals of R For Beginners,NA,Business
8/4/19,NA,R For Dummies,3,Business
5/6/19,Would not recommend,R vs Python: An Essay,3,Individual
7/11/19,Would not recommend,R vs Python: An Essay,4,Individual
7/20/19,,Secrets Of R For Advanced Students,4,Business
6/22/19,Never read a better book,R For Dummies,NA,Individual
10/1/19,,Fundamentals of R For Beginners,5,Individual
11/18/19,Never read a better book,R For Dummies,NA,Business
12/6/19,I learned a lot,R For Dummies,5,Business
8/25/19,I learned a lot,R For Dummies,2,Business
10/31/19,OK,Fundamentals of R For Beginners,2,Individual
8/22/19,NA,R vs Python: An Essay,NA,Business
1/25/19,OK,R For Dummies,1,Individual
6/6/19,Awesome!,R For Dummies,3,Individual
12/25/19,,Fundamentals of R For Beginners,2,Business
3/30/19,Hated it,R For Dummies,6,Individual
11/21/19,A lot of material was not needed,R For Dummies,4,Business
12/29/19,,Fundamentals of R For Beginners,2,Individual
9/16/19,NA,R For Dummies,3,Business
12/2/19,Would not recommend,Fundamentals of R For Beginners,NA,Business
1/1/19,I learned a lot,Secrets Of R For Advanced Students,6,Individual
5/28/19,NA,R For Dummies,5,Individual
10/25/19,OK,Fundamentals of R For Beginners,5,Business
11/11/19,Hated it,Fundamentals of R For Beginners,5,Business
10/25/19,,R vs Python: An Essay,1,Business
6/5/19,OK,Fundamentals of R For Beginners,7,Business
5/16/19,it was okay,Fundamentals of R For Beginners,3,Business
10/28/19,NA,Fundamentals of R For Beginners,3,Business
9/17/19,Awesome!,R vs Python: An Essay,4,Business
3/17/19,The author's other books were better,Fundamentals of R For Beginners,5,Individual
12/3/19,I learned a lot,R vs Python: An Essay,5,Business
12/5/19,Hated it,Fundamentals of R For Beginners,2,Business
6/18/19,I learned a lot,Secrets Of R For Advanced Students,6,Business
1/29/19,A lot of material was not needed,Fundamentals of R For Beginners,3,Business
2/8/19,Hated it,Fundamentals of R For Beginners,2,Business
7/17/19,Would not recommend,Top 10 Mistakes R Beginners Make,4,Business
2/8/19,Hated it,Fundamentals of R For Beginners,6,Business
2/17/19,Never read a better book,R vs Python: An Essay,5,Business
5/24/19,NA,R For Dummies,6,Business
2/20/19,NA,R For Dummies,NA,Individual
1/20/19,it was okay,R For Dummies,NA,Individual
11/15/19,NA,R For Dummies,NA,Individual
6/5/19,The author's other books were better,Fundamentals of R For Beginners,6,Business
5/27/19,I learned a lot,Fundamentals of R For Beginners,4,Business
4/9/19,it was okay,R vs Python: An Essay,4,Business
1/1/19,OK,Fundamentals of R For Beginners,3,Individual
12/28/19,Hated it,R For Dummies,6,Individual
9/17/19,Awesome!,Secrets Of R For Advanced Students,NA,Individual
9/20/19,The author's other books were better,R vs Python: An Essay,3,Individual
11/27/19,Hated it,R For Dummies,2,Business
5/6/19,I learned a lot,R vs Python: An Essay,3,Business
3/16/19,Never read a better book,Fundamentals of R For Beginners,5,Business
10/20/19,Would not recommend,R vs Python: An Essay,6,Business
12/23/19,The author's other books were better,R For Dummies,7,Individual
8/5/19,OK,Fundamentals of R For Beginners,NA,Business
8/28/19,Never read a better book,R vs Python: An Essay,5,Business
12/24/19,OK,Secrets Of R For Advanced Students,4,Business
3/9/19,Would not recommend,Fundamentals of R For Beginners,NA,Business
11/28/19,Awesome!,Fundamentals of R For Beginners,6,Business
9/23/19,Never read a better book,R For Dummies,6,Business
1/27/19,A lot of material was not needed,R For Dummies,1,Business
9/24/19,,R vs Python: An Essay,3,Individual
9/22/19,Never read a better book,R For Dummies,4,Business
8/31/19,A lot of material was not needed,R For Dummies,NA,Individual
4/18/19,Never read a better book,R For Dummies,5,Business
5/22/19,Awesome!,Secrets Of R For Advanced Students,3,Business
1/7/19,The author's other books were better,R For Dummies,3,Business
5/13/19,The author's other books were better,R vs Python: An Essay,7,Business
6/7/19,it was okay,R For Dummies,6,Business
10/15/19,NA,R For Dummies,5,Business
6/22/19,I learned a lot,Fundamentals of R For Beginners,4,Individual
5/10/19,OK,Fundamentals of R For Beginners,NA,Business
10/6/19,Never read a better book,Secrets Of R For Advanced Students,7,Business
4/27/19,The author's other books were better,R For Dummies,3,Business
7/21/19,,Secrets Of R For Advanced Students,4,Business
1/11/19,NA,R For Dummies,3,Business
10/26/19,The author's other books were better,Fundamentals of R For Beginners,3,Business
4/12/19,OK,Secrets Of R For Advanced Students,4,Business
7/10/19,OK,Secrets Of R For Advanced Students,2,Individual
6/25/19,NA,Fundamentals of R For Beginners,2,Business
9/30/19,Awesome!,Fundamentals of R For Beginners,4,Business
9/1/19,A lot of material was not needed,R For Dummies,1,Business
9/19/19,A lot of material was not needed,Fundamentals of R For Beginners,NA,Individual
11/5/19,A lot of material was not needed,R For Dummies,2,Business
12/19/19,Awesome!,R For Dummies,NA,Business
8/5/19,Would not recommend,Secrets Of R For Advanced Students,4,Individual
5/27/19,Never read a better book,R vs Python: An Essay,3,Business
4/22/19,A lot of material was not needed,R vs Python: An Essay,5,Business
1/3/19,Never read a better book,Secrets Of R For Advanced Students,3,Business
12/19/19,Awesome!,Fundamentals of R For Beginners,3,Business
6/1/19,NA,Fundamentals of R For Beginners,1,Individual
5/12/19,I learned a lot,Fundamentals of R For Beginners,2,Business
12/31/19,Would not recommend,R For Dummies,2,Business
3/14/19,Never read a better book,Top 10 Mistakes R Beginners Make,5,Individual
7/8/19,The author's other books were better,Secrets Of R For Advanced Students,6,Individual
11/30/19,Awesome!,Fundamentals of R For Beginners,NA,Business
3/10/19,OK,Secrets Of R For Advanced Students,3,Business
11/28/19,A lot of material was not needed,R For Dummies,5,Business
9/19/19,,Secrets Of R For Advanced Students,NA,Business
1/14/19,Awesome!,Fundamentals of R For Beginners,4,Business
8/17/19,The author's other books were better,Secrets Of R For Advanced Students,1,Business
4/21/19,OK,Fundamentals of R For Beginners,4,Business
10/3/19,it was okay,Top 10 Mistakes R Beginners Make,3,Business
9/11/19,The author's other books were better,Secrets Of R For Advanced Students,5,Business
12/14/19,it was okay,R For Dummies,5,Individual
11/2/19,Would not recommend,R For Dummies,NA,Business
3/6/19,Hated it,Fundamentals of R For Beginners,1,Business
8/14/19,it was okay,R For Dummies,1,Individual
9/8/19,it was okay,R For Dummies,2,Business
3/7/19,it was okay,R For Dummies,3,Business
1/24/19,The author's other books were better,R For Dummies,NA,Business
3/7/19,OK,R For Dummies,5,Business
4/6/19,NA,Fundamentals of R For Beginners,4,Individual
8/12/19,Would not recommend,Secrets Of R For Advanced Students,2,Business
10/17/19,NA,R For Dummies,0,Business
8/3/19,NA,R For Dummies,3,Business
4/3/19,Hated it,Secrets Of R For Advanced Students,4,Business
10/12/19,A lot of material was not needed,R vs Python: An Essay,2,Individual
1/29/19,Awesome!,R For Dummies,2,Business
3/6/19,A lot of material was not needed,Fundamentals of R For Beginners,4,Business
1/22/19,Never read a better book,R For Dummies,4,Individual
7/20/19,it was okay,Fundamentals of R For Beginners,0,Business
4/29/19,it was okay,Fundamentals of R For Beginners,5,Individual
1/16/19,it was okay,R vs Python: An Essay,2,Business
4/11/19,Would not recommend,R For Dummies,3,Business
8/5/19,,R For Dummies,NA,Individual
8/9/19,Awesome!,Fundamentals of R For Beginners,5,Business
9/5/19,OK,Fundamentals of R For Beginners,1,Individual
8/12/19,I learned a lot,Top 10 Mistakes R Beginners Make,5,Business
3/31/19,Awesome!,Fundamentals of R For Beginners,4,Business
5/6/19,OK,Fundamentals of R For Beginners,6,Business
1/13/19,Never read a better book,R vs Python: An Essay,5,Business
5/2/19,it was okay,Fundamentals of R For Beginners,3,Individual
6/13/19,Hated it,R For Dummies,NA,Individual
5/29/19,,Secrets Of R For Advanced Students,10,Individual
8/27/19,,R vs Python: An Essay,1,Individual
10/1/19,A lot of material was not needed,R For Dummies,5,Individual
9/28/19,NA,Top 10 Mistakes R Beginners Make,4,Individual
5/3/19,A lot of material was not needed,R vs Python: An Essay,4,Business
4/28/19,Hated it,Fundamentals of R For Beginners,4,Business
3/3/19,Never read a better book,Fundamentals of R For Beginners,3,Business
7/16/19,Awesome!,R vs Python: An Essay,6,Business
8/12/19,Would not recommend,Fundamentals of R For Beginners,4,Individual
8/26/19,Hated it,R For Dummies,3,Business
11/30/19,I learned a lot,Fundamentals of R For Beginners,2,Business
7/6/19,NA,Secrets Of R For Advanced Students,5,Business
4/22/19,,R For Dummies,6,Business
6/20/19,,R For Dummies,4,Business
7/10/19,Awesome!,Fundamentals of R For Beginners,4,Business
8/7/19,,Fundamentals of R For Beginners,2,Individual
1/17/19,Would not recommend,Fundamentals of R For Beginners,2,Individual
3/14/19,NA,Fundamentals of R For Beginners,NA,Business
3/10/19,A lot of material was not needed,Fundamentals of R For Beginners,4,Business
5/1/19,it was okay,R For Dummies,6,Business
8/27/19,A lot of material was not needed,R vs Python: An Essay,3,Business
8/14/19,Hated it,Fundamentals of R For Beginners,NA,Individual
6/6/19,Would not recommend,Secrets Of R For Advanced Students,3,Individual
11/25/19,Never read a better book,Fundamentals of R For Beginners,7,Business
3/12/19,it was okay,R For Dummies,4,Business
8/16/19,Hated it,Secrets Of R For Advanced Students,6,Business
12/9/19,Awesome!,R vs Python: An Essay,5,Business
6/2/19,I learned a lot,Fundamentals of R For Beginners,3,Business
3/30/19,A lot of material was not needed,R For Dummies,2,Individual
2/13/19,Would not recommend,R vs Python: An Essay,NA,Business
4/10/19,The author's other books were better,Fundamentals of R For Beginners,3,Business
12/6/19,Would not recommend,R vs Python: An Essay,4,Business
10/1/19,A lot of material was not needed,R vs Python: An Essay,4,Business
6/22/19,I learned a lot,Fundamentals of R For Beginners,2,Individual
3/4/19,Awesome!,Fundamentals of R For Beginners,1,Business
10/15/19,I learned a lot,R For Dummies,1,Business
1/20/19,Hated it,R For Dummies,2,Business
6/21/19,Would not recommend,R For Dummies,4,Individual
9/16/19,Hated it,Fundamentals of R For Beginners,3,Business
1/13/19,Never read a better book,Fundamentals of R For Beginners,4,Individual
11/1/19,Hated it,Secrets Of R For Advanced Students,6,Individual
11/2/19,A lot of material was not needed,R vs Python: An Essay,1,Business
2/19/19,A lot of material was not needed,R For Dummies,8,Business
10/12/19,A lot of material was not needed,R For Dummies,NA,Business
11/20/19,A lot of material was not needed,Fundamentals of R For Beginners,3,Business
3/19/19,The author's other books were better,Fundamentals of R For Beginners,6,Individual
9/29/19,it was okay,R vs Python: An Essay,1,Individual
5/13/19,,Fundamentals of R For Beginners,1,Business
5/3/19,I learned a lot,Fundamentals of R For Beginners,4,Business
7/13/19,I learned a lot,Fundamentals of R For Beginners,5,Business
2/18/19,,R vs Python: An Essay,5,Business
1/15/19,,R For Dummies,2,Business
12/6/19,The author's other books were better,R For Dummies,3,Business
12/1/19,it was okay,R For Dummies,2,Individual
12/4/19,Awesome!,R vs Python: An Essay,0,Business
9/23/19,Would not recommend,Fundamentals of R For Beginners,5,Business
6/21/19,I learned a lot,R For Dummies,2,Individual
1/3/19,OK,R For Dummies,3,Business
4/11/19,Awesome!,R For Dummies,5,Individual
7/22/19,Never read a better book,R For Dummies,2,Business
9/27/19,OK,Fundamentals of R For Beginners,3,Business
1/22/19,it was okay,R vs Python: An Essay,4,Individual
2/19/19,Hated it,R vs Python: An Essay,6,Business
4/23/19,I learned a lot,Fundamentals of R For Beginners,4,Individual
12/8/19,Hated it,R For Dummies,4,Business
11/24/19,I learned a lot,Fundamentals of R For Beginners,2,Business
5/29/19,The author's other books were better,Fundamentals of R For Beginners,1,Individual
8/13/19,NA,Secrets Of R For Advanced Students,4,Business
10/26/19,Awesome!,R For Dummies,3,Individual
7/25/19,Would not recommend,Fundamentals of R For Beginners,2,Individual
2/17/19,OK,Fundamentals of R For Beginners,3,Individual
3/27/19,OK,Fundamentals of R For Beginners,5,Business
10/16/19,NA,R vs Python: An Essay,6,Business
1/31/19,,Fundamentals of R For Beginners,2,Individual
8/3/19,it was okay,Secrets Of R For Advanced Students,8,Business
8/29/19,I learned a lot,R For Dummies,7,Business
